prospect_id,prospect_candidate_code,prospect_candidate_status,prospect_application_date
11178,42430,Encaminhado ao Requisitante,03-04-2023
11178,42431,Prospect,03-04-2023
11178,42457,Prospect,05-04-2023
11178,42211,Prospect,04-04-2023
11178,42183,Encaminhado ao Requisitante,05-04-2023
11178,39392,Encaminhado ao Requisitante,05-04-2023
11178,39967,Prospect,03-04-2023
11178,41290,Encaminhado ao Requisitante,05-04-2023
11178,42121,Prospect,05-04-2023
11178,42182,Prospect,03-04-2023
11179,42446,Prospect,04-04-2023
11179,42475,Prospect,06-04-2023
11179,42472,Prospect,05-04-2023
11179,42471,Prospect,05-04-2023
11179,42470,Prospect,05-04-2023
11179,42469,Prospect,05-04-2023
11179,42447,Prospect,04-04-2023
11179,42426,Prospect,03-04-2023
11179,42434,Desistiu,03-04-2023
11179,42435,Desistiu,03-04-2023
11179,42436,Contratado como Hunting,03-04-2023
11179,42437,Prospect,03-04-2023
11179,42438,Prospect,03-04-2023
11179,42467,Prospect,05-04-2023
11179,42441,Encaminhado ao Requisitante,04-04-2023
11179,42442,Prospect,04-04-2023
11179,42443,Prospect,04-04-2023
11179,42444,Prospect,04-04-2023
11179,42445,Prospect,04-04-2023
11179,42433,Prospect,03-04-2023
11179,42439,Desistiu,03-04-2023
1118,16367,Encaminhado ao Requisitante,18-07-2019
1118,16061,Em avaliação pelo RH,17-07-2019
1118,16353,Encaminhado ao Requisitante,17-07-2019
11180,27567,Prospect,04-04-2023
11180,42778,Prospect,10-05-2023
11180,42777,Prospect,10-05-2023
11180,42776,Prospect,10-05-2023
11180,42774,Prospect,10-05-2023
11180,42773,Prospect,10-05-2023
11180,42513,Prospect,11-04-2023
11180,42454,Prospect,04-04-2023
11180,42451,Prospect,04-04-2023
11180,36921,Encaminhado ao Requisitante,11-05-2023
11180,42067,Prospect,10-05-2023
11180,38526,Encaminhado ao Requisitante,05-04-2023
11180,13681,Prospect,04-04-2023
11180,19818,Prospect,10-05-2023
11180,20578,Prospect,06-04-2023
11180,23037,Encaminhado ao Requisitante,11-05-2023
11180,25053,Encaminhado ao Requisitante,10-05-2023
11180,25094,Prospect,04-04-2023
11180,25893,Encaminhado ao Requisitante,11-05-2023
11180,38534,Encaminhado ao Requisitante,18-04-2023
11180,42775,Prospect,10-05-2023
11181,42459,Encaminhado ao Requisitante,05-04-2023
11181,42476,Encaminhado ao Requisitante,06-04-2023
11181,42479,Inscrito,06-04-2023
11184,42455,Não Aprovado pelo Cliente,04-04-2023
11184,42452,Prospect,04-04-2023
11184,29756,Desistiu,04-04-2023
11184,11007,Prospect,04-04-2023
11184,137,Prospect,04-04-2023
11186,24330,Encaminhado ao Requisitante,24-04-2023
11186,42425,Prospect,10-04-2023
11186,41151,Prospect,10-04-2023
11186,38783,Prospect,10-04-2023
11186,38666,Prospect,10-04-2023
11186,35425,Encaminhado ao Requisitante,13-04-2023
11186,25252,Prospect,13-04-2023
11186,11516,Prospect,13-04-2023
11186,131,Prospect,10-04-2023
11186,11007,Prospect,17-04-2023
11186,10723,Prospect,13-04-2023
11187,2602,Encaminhado ao Requisitante,04-04-2023
11187,15114,Encaminhado ao Requisitante,04-04-2023
11187,17115,Prospect,05-04-2023
11187,20896,Encaminhado ao Requisitante,04-04-2023
11188,42512,Não Aprovado pelo Cliente,11-04-2023
11188,21598,Entrevista Técnica,10-04-2023
11189,33896,Prospect,17-04-2023
11189,414,Prospect,17-04-2023
11189,3185,Prospect,14-04-2023
11189,7844,Prospect,17-04-2023
11189,14505,Encaminhado ao Requisitante,05-04-2023
11189,28415,Prospect,17-04-2023
11189,37959,Prospect,17-04-2023
11189,42551,Prospect,13-04-2023
11189,17745,Contratado pela Decision,10-04-2023
1119,118,Não Aprovado pelo Cliente,18-07-2019
1119,12174,Não Aprovado pelo Cliente,19-07-2019
1119,12657,Não Aprovado pelo Cliente,19-07-2019
1119,13476,Não Aprovado pelo Cliente,18-07-2019
1119,13839,Encaminhado ao Requisitante,14-08-2019
1119,16375,Inscrito,19-07-2019
1119,16721,Contratado pela Decision,14-08-2019
1119,8807,Encaminhado ao Requisitante,14-08-2019
1119,16499,Não Aprovado pelo Cliente,29-07-2019
11190,38068,Prospect,05-04-2023
11190,42461,Encaminhado ao Requisitante,05-04-2023
11191,42648,Contratado pela Decision,24-04-2023
11191,42631,Não Aprovado pelo Requisitante,20-04-2023
11192,42486,Encaminhado ao Requisitante,10-04-2023
11192,41297,Prospect,10-04-2023
11193,24289,Prospect,25-04-2023
11193,22411,Prospect,28-04-2023
11193,11007,Encaminhado ao Requisitante,24-04-2023
11193,14822,Prospect,20-04-2023
11193,29756,Entrevista Técnica,28-04-2023
11193,42169,Prospect,06-04-2023
11193,42500,Prospect,13-04-2023
11193,20896,Não Aprovado pelo Cliente,10-04-2023
11194,42588,Prospect,17-04-2023
11194,41297,Desistiu,10-04-2023
11194,24864,Encaminhado ao Requisitante,14-04-2023
11194,20918,Prospect,12-04-2023
11194,15912,Prospect,14-04-2023
11194,14505,Não Aprovado pelo RH,11-04-2023
11194,3185,Não Aprovado pelo Cliente,14-04-2023
11194,42512,Prospect,11-04-2023
11195,42641,Prospect,20-04-2023
11195,42653,Prospect,24-04-2023
11195,42644,Contratado pela Decision,20-04-2023
11195,42636,Prospect,20-04-2023
11195,42602,Não Aprovado pelo Cliente,18-04-2023
11195,42635,Não Aprovado pelo Cliente,20-04-2023
11195,1662,Não Aprovado pelo Cliente,24-04-2023
11195,28132,Não Aprovado pelo Cliente,06-04-2023
11195,42473,Não Aprovado pelo Cliente,06-04-2023
11195,2747,Prospect,20-04-2023
11196,41271,Encaminhado ao Requisitante,12-04-2023
11196,29143,Encaminhado ao Requisitante,18-04-2023
11197,42500,Prospect,13-04-2023
11197,42169,Não Aprovado pelo RH,11-04-2023
11197,29756,Encaminhado ao Requisitante,12-04-2023
11197,26890,Prospect,24-04-2023
11197,23892,Prospect,12-04-2023
11197,16042,Prospect,12-04-2023
11197,15114,Prospect,12-04-2023
11197,13062,Prospect,12-04-2023
11197,41517,Prospect,12-04-2023
11198,30672,Não Aprovado pelo Cliente,14-04-2023
11198,41309,Encaminhado ao Requisitante,12-04-2023
11198,17745,Não Aprovado pelo Cliente,10-04-2023
11198,18742,Prospect,17-04-2023
11198,23319,Prospect,14-04-2023
11198,39584,Prospect,17-04-2023
11198,31127,Prospect,17-04-2023
11198,29301,Contratado pela Decision,14-04-2023
11199,14956,Prospect,11-04-2023
11199,131,Encaminhado ao Requisitante,11-04-2023
11199,12383,Prospect,13-04-2023
11199,15013,Prospect,13-04-2023
11199,29671,Encaminhado ao Requisitante,13-04-2023
11199,38017,Prospect,13-04-2023
112,11775,Não Aprovado pelo Cliente,09-01-2019
1120,15014,Prospect,29-07-2019
11200,11046,Prospect,10-04-2023
11200,42309,Encaminhado ao Requisitante,10-04-2023
11201,13337,Encaminhado ao Requisitante,29-05-2023
11201,19818,Encaminhado ao Requisitante,10-04-2023
11201,25893,Prospect,02-05-2023
11201,40055,Prospect,18-04-2023
11202,19659,Prospect,11-04-2023
11202,42537,Prospect,12-04-2023
11202,42538,Encaminhado ao Requisitante,12-04-2023
11202,2367,Prospect,10-04-2023
11202,20708,Prospect,12-04-2023
11202,24103,Prospect,10-04-2023
11202,28978,Encaminhado ao Requisitante,12-04-2023
11202,19410,Prospect,10-04-2023
11202,40619,Prospect,10-04-2023
11202,42489,Desistiu,10-04-2023
11202,42492,Prospect,10-04-2023
11202,42530,Prospect,12-04-2023
11202,42531,Prospect,12-04-2023
11202,31925,Encaminhado ao Requisitante,12-04-2023
11202,42532,Prospect,12-04-2023
11203,42488,Prospect,10-04-2023
11203,43006,Inscrito,25-05-2023
11203,42875,Inscrito,17-05-2023
11203,42524,Prospect,12-04-2023
11203,42495,Prospect,10-04-2023
11203,42494,Prospect,10-04-2023
11203,42490,Prospect,10-04-2023
11203,42489,Prospect,10-04-2023
11203,32513,Prospect,10-04-2023
11203,38897,Encaminhado ao Requisitante,12-04-2023
11203,42487,Desistiu,10-04-2023
11204,42584,Inscrito,14-04-2023
11204,42555,Encaminhado ao Requisitante,13-04-2023
11204,39102,Encaminhado ao Requisitante,14-08-2023
11204,14762,Prospect,12-04-2023
11204,44078,Prospect,25-08-2023
11204,43935,Prospect,14-08-2023
11205,42498,Inscrito,10-04-2023
11205,34181,Inscrito,13-04-2023
11206,42459,Não Aprovado pelo Cliente,10-04-2023
11206,42476,Não Aprovado pelo Cliente,10-04-2023
11206,42647,Encaminhado ao Requisitante,20-04-2023
11207,31587,Inscrito,11-04-2023
11208,11046,Prospect,11-04-2023
1121,16370,Inscrito,19-07-2019
11211,23804,Inscrito,13-04-2023
11214,25099,Encaminhado ao Requisitante,15-06-2023
11218,42498,Inscrito,10-04-2023
11219,30672,Prospect,14-04-2023
11219,42525,Encaminhado ao Requisitante,12-04-2023
11219,37955,Prospect,14-04-2023
11219,41260,Prospect,14-04-2023
11219,39541,Prospect,13-04-2023
11219,29347,Prospect,14-04-2023
11219,3185,Prospect,14-04-2023
11219,11361,Prospect,14-04-2023
11219,12127,Prospect,12-04-2023
11219,29301,Prospect,14-04-2023
11219,16081,Prospect,12-04-2023
1122,16372,Prospect,31-07-2019
1122,238,Prospect,31-07-2019
11220,42500,Prospect,20-04-2023
11220,20896,Encaminhado ao Requisitante,10-04-2023
11221,42552,Prospect,13-04-2023
11221,42553,Prospect,13-04-2023
11221,42554,Prospect,13-04-2023
11221,42556,Entrevista com Cliente,13-04-2023
11221,42557,Prospect,13-04-2023
11221,42558,Prospect,13-04-2023
11221,42562,Entrevista Técnica,13-04-2023
11221,42563,Desistiu,13-04-2023
11221,42564,Sem interesse nesta vaga,13-04-2023
11221,42549,Prospect,13-04-2023
11221,42567,Prospect,13-04-2023
11221,42663,Encaminhado ao Requisitante,25-04-2023
11221,42560,Encaminhado ao Requisitante,13-04-2023
11221,42566,Prospect,13-04-2023
11221,42544,Prospect,13-04-2023
11221,42542,Prospect,13-04-2023
11221,42539,Encaminhado ao Requisitante,13-04-2023
11221,42529,Prospect,12-04-2023
11221,42527,Prospect,12-04-2023
11221,42520,Sem interesse nesta vaga,11-04-2023
11221,42519,Sem interesse nesta vaga,11-04-2023
11221,42518,Desistiu,11-04-2023
11221,42517,Prospect,11-04-2023
11221,42516,Prospect,11-04-2023
11221,42545,Prospect,13-04-2023
11222,38584,Contratado pela Decision,10-04-2023
11223,28748,Inscrito,12-04-2023
11223,42418,Inscrito,11-04-2023
11223,35868,Contratado pela Decision,12-04-2023
11224,20460,Não Aprovado pelo Cliente,12-04-2023
11224,20162,Prospect,12-04-2023
11224,42692,Encaminhado ao Requisitante,28-04-2023
11224,42686,Prospect,27-04-2023
11224,42629,Encaminhado ao Requisitante,19-04-2023
11224,42548,Prospect,13-04-2023
11224,42533,Prospect,12-04-2023
11224,42528,Prospect,12-04-2023
11224,42526,Prospect,12-04-2023
11225,42638,Aprovado,20-04-2023
11225,42637,Contratado pela Decision,20-04-2023
11225,42581,Prospect,17-04-2023
11225,42578,Prospect,14-04-2023
11225,42541,Prospect,13-04-2023
11225,42336,Encaminhado ao Requisitante,28-04-2023
11227,30166,Prospect,12-04-2023
11227,12450,Não Aprovado pelo Cliente,13-04-2023
11227,15339,Prospect,14-04-2023
11227,20918,Prospect,12-04-2023
11227,25814,Prospect,12-04-2023
11227,31296,Prospect,02-05-2023
11227,42561,Prospect,13-04-2023
11228,21240,Não Aprovado pelo RH,15-05-2023
11228,42917,Encaminhado ao Requisitante,18-05-2023
11228,42597,Prospect,17-04-2023
11228,42591,Prospect,17-04-2023
11228,42547,Prospect,13-04-2023
1123,16383,Encaminhado ao Requisitante,22-07-2019
1123,16619,Contratado como Hunting,05-08-2019
1123,16441,Encaminhado ao Requisitante,25-07-2019
1123,16440,Encaminhado ao Requisitante,25-07-2019
1123,16439,Encaminhado ao Requisitante,25-07-2019
11230,40106,Prospect,12-04-2023
11230,21683,Prospect,12-04-2023
11230,42536,Encaminhado ao Requisitante,12-04-2023
11230,19325,Contratado pela Decision,12-04-2023
11231,35425,Não Aprovado pelo Cliente,13-04-2023
11231,41517,Encaminhado ao Requisitante,14-04-2023
11231,27956,Prospect,13-04-2023
11231,11007,Prospect,13-04-2023
11231,395,Prospect,13-04-2023
11231,42658,Encaminhado ao Requisitante,25-04-2023
11231,35047,Prospect,13-04-2023
11231,40814,Prospect,26-04-2023
11234,36923,Prospect,14-04-2023
11234,39998,Prospect,14-04-2023
11234,42568,Prospect,14-04-2023
11235,38534,Prospect,14-04-2023
11235,23037,Prospect,17-04-2023
11235,25893,Prospect,14-04-2023
11235,26320,Prospect,17-04-2023
11235,34092,Prospect,17-04-2023
11235,37521,Prospect,17-04-2023
11235,38889,Prospect,17-04-2023
11235,39976,Prospect,17-04-2023
11235,42572,Prospect,14-04-2023
11235,42573,Prospect,14-04-2023
11236,388,Encaminhado ao Requisitante,14-04-2023
11236,42594,Prospect,17-04-2023
11236,42593,Prospect,17-04-2023
11236,42571,Encaminhado ao Requisitante,14-04-2023
11236,4387,Prospect,17-04-2023
11237,21683,Encaminhado ao Requisitante,17-04-2023
11238,42599,Em avaliação pelo RH,18-04-2023
11238,42589,Em avaliação pelo RH,17-04-2023
11238,42587,Encaminhado ao Requisitante,17-04-2023
11238,42586,Encaminhado ao Requisitante,16-04-2023
11238,42428,Prospect,17-04-2023
11238,31366,Encaminhado ao Requisitante,18-04-2023
11239,42575,Aprovado,17-04-2023
1124,16648,Desistiu,07-08-2019
1124,17953,Encaminhado ao Requisitante,03-12-2019
1124,17761,Não Aprovado pelo Cliente,14-11-2019
1124,17735,Não Aprovado pelo RH,12-11-2019
1124,17639,Não Aprovado pelo Cliente,05-11-2019
1124,17535,Desistiu,21-10-2019
1124,17444,Desistiu,16-10-2019
1124,17443,Não Aprovado pelo Cliente,11-10-2019
1124,17265,Inscrito,23-10-2019
1124,17127,Desistiu,13-09-2019
1124,17652,Não Aprovado pelo Cliente,31-10-2019
1124,17118,Desistiu,13-09-2019
1124,16671,Não Aprovado pelo Cliente,08-08-2019
1124,16630,Desistiu,06-08-2019
1124,11981,Desistiu,01-11-2019
1124,17126,Desistiu,13-09-2019
11240,11010,Não Aprovado pelo Cliente,19-04-2023
11240,11840,Prospect,28-04-2023
11240,11918,Prospect,10-05-2023
11240,13056,Inscrito,04-05-2023
11240,13059,Encaminhado ao Requisitante,17-04-2023
11240,18956,Não Aprovado pelo Cliente,17-04-2023
11240,23224,Prospect,28-04-2023
11240,27728,Prospect,17-04-2023
11240,28277,Prospect,17-04-2023
11240,29679,Prospect,17-04-2023
11240,30684,Prospect,17-04-2023
11240,37503,Prospect,17-04-2023
11240,37588,Prospect,17-04-2023
11240,37622,Prospect,17-04-2023
11240,37641,Encaminhado ao Requisitante,09-05-2023
11240,38848,Não Aprovado pelo Cliente,17-04-2023
11240,41437,Prospect,17-04-2023
11240,42697,Prospect,28-04-2023
11240,42696,Prospect,28-04-2023
11240,2450,Prospect,08-05-2023
11240,42667,Contratado pela Decision,12-05-2023
11240,42364,Prospect,17-04-2023
11240,34326,Prospect,17-04-2023
11244,42705,Prospect,02-05-2023
11244,39717,Prospect,17-04-2023
11244,42703,Prospect,02-05-2023
11244,42596,Prospect,17-04-2023
11244,40767,Não Aprovado pelo RH,18-04-2023
11244,40245,Encaminhado ao Requisitante,02-05-2023
11244,40055,Prospect,18-04-2023
11244,39922,Encaminhado ao Requisitante,02-05-2023
11244,42704,Prospect,02-05-2023
11244,36923,Prospect,18-04-2023
11245,23037,Prospect,18-04-2023
11245,36921,Encaminhado ao Requisitante,18-04-2023
11245,42600,Prospect,18-04-2023
11245,39998,Encaminhado ao Requisitante,17-04-2023
11245,36923,Prospect,18-04-2023
11246,42309,Contratado pela Decision,17-04-2023
11247,25322,Prospect,18-04-2023
11247,12930,Prospect,18-04-2023
11247,16346,Prospect,19-04-2023
11247,27750,Prospect,20-04-2023
11247,42617,Prospect,19-04-2023
11247,42605,Encaminhado ao Requisitante,18-04-2023
11247,42609,Prospect,18-04-2023
11247,42618,Prospect,19-04-2023
11247,23625,Prospect,20-04-2023
11247,37912,Prospect,20-04-2023
11247,17593,Contratado pela Decision,19-04-2023
11248,11046,Prospect,18-04-2023
11248,27364,Desistiu,19-04-2023
11248,29527,Prospect,19-04-2023
11248,37762,Encaminhado ao Requisitante,19-04-2023
11249,41096,Encaminhado ao Requisitante,18-04-2023
11249,42621,Prospect,19-04-2023
1125,16546,Aprovado,31-07-2019
11250,29486,Encaminhado ao Requisitante,20-04-2023
11250,40882,Prospect,20-04-2023
11250,29812,Prospect,19-04-2023
11250,27507,Prospect,20-04-2023
11250,17912,Prospect,18-04-2023
11250,15405,Prospect,19-04-2023
11251,13723,Encaminhado ao Requisitante,18-04-2023
11251,25395,Prospect,18-04-2023
11251,16551,Encaminhado ao Requisitante,19-04-2023
11252,3185,Prospect,18-04-2023
11252,17745,Encaminhado ao Requisitante,18-04-2023
11252,294,Prospect,18-04-2023
11252,41309,Encaminhado ao Requisitante,18-04-2023
11253,1358,Encaminhado ao Requisitante,18-04-2023
11253,38968,Sem interesse nesta vaga,18-04-2023
11253,19198,Encaminhado ao Requisitante,18-04-2023
11253,17773,Contratado pela Decision,19-04-2023
11253,42143,Não Aprovado pelo RH,20-04-2023
11253,23625,Encaminhado ao Requisitante,19-04-2023
11253,42606,Sem interesse nesta vaga,18-04-2023
11253,42607,Sem interesse nesta vaga,18-04-2023
11253,42615,Entrevista Técnica,18-04-2023
11253,42619,Prospect,19-04-2023
11253,24392,Encaminhado ao Requisitante,20-04-2023
11253,42144,Sem interesse nesta vaga,19-04-2023
11253,35430,Não Aprovado pelo RH,19-04-2023
11254,42660,Prospect,25-04-2023
11254,42652,Prospect,24-04-2023
11254,9041,Prospect,24-04-2023
11254,9211,Prospect,19-04-2023
11254,15891,Sem interesse nesta vaga,25-04-2023
11254,19782,Prospect,18-04-2023
11254,20021,Prospect,18-04-2023
11254,21601,Prospect,19-04-2023
11254,20093,Aprovado,18-04-2023
11254,34903,Prospect,26-04-2023
11254,40935,Prospect,25-04-2023
11254,41373,Prospect,25-04-2023
11254,42288,Prospect,18-04-2023
11254,42611,Sem interesse nesta vaga,18-04-2023
11254,42612,Prospect,18-04-2023
11254,31540,Prospect,18-04-2023
11255,18968,Encaminhado ao Requisitante,19-04-2023
11255,42642,Prospect,20-04-2023
11255,42633,Encaminhado ao Requisitante,20-04-2023
11255,42628,Prospect,19-04-2023
11255,42625,Prospect,19-04-2023
11257,39227,Inscrito,05-05-2023
11257,39203,Prospect,03-05-2023
11257,34457,Prospect,03-05-2023
11257,37132,Encaminhado ao Requisitante,19-04-2023
11257,37417,Inscrito,04-05-2023
11257,37446,Prospect,19-04-2023
11257,39133,Prospect,19-04-2023
11257,39172,Prospect,03-05-2023
11257,39215,Sem interesse nesta vaga,19-04-2023
11257,39228,Entrevista com Cliente,19-04-2023
11257,41488,Prospect,19-04-2023
11257,41498,Encaminhado ao Requisitante,19-04-2023
11257,41527,Entrevista com Cliente,19-04-2023
11257,39204,Entrevista com Cliente,03-05-2023
11257,42626,Encaminhado ao Requisitante,19-04-2023
11257,42624,Prospect,19-04-2023
11257,42747,Encaminhado ao Requisitante,05-05-2023
11257,42736,Prospect,04-05-2023
11257,42723,Encaminhado ao Requisitante,03-05-2023
11257,42691,Entrevista com Cliente,27-04-2023
11257,42759,Contratado pela Decision,08-05-2023
11257,42659,Encaminhado ao Requisitante,25-04-2023
11257,42639,Encaminhado ao Requisitante,20-04-2023
11257,42627,Encaminhado ao Requisitante,19-04-2023
11257,42690,Entrevista com Cliente,27-04-2023
11259,30317,Encaminhado ao Requisitante,20-04-2023
11259,14416,Encaminhado ao Requisitante,19-04-2023
11259,13985,Prospect,19-04-2023
11259,13827,Prospect,20-04-2023
1126,16855,Encaminhado ao Requisitante,22-08-2019
1126,16740,Desistiu,15-08-2019
11260,13296,Encaminhado ao Requisitante,20-04-2023
11260,39291,Prospect,20-04-2023
11260,29817,Entrevista Técnica,26-04-2023
11260,14722,Prospect,20-04-2023
11260,14559,Prospect,20-04-2023
11260,13926,Encaminhado ao Requisitante,20-04-2023
11261,38213,Encaminhado ao Requisitante,24-04-2023
11261,20497,Encaminhado ao Requisitante,24-04-2023
11261,42649,Encaminhado ao Requisitante,21-04-2023
11261,38742,Encaminhado ao Requisitante,24-04-2023
11261,22865,Encaminhado ao Requisitante,20-04-2023
11261,42077,Encaminhado ao Requisitante,24-04-2023
11263,25395,Encaminhado ao Requisitante,25-04-2023
11263,987,Prospect,27-04-2023
11264,111,Prospect,27-04-2023
11264,24330,Contratado pela Decision,26-04-2023
11264,35047,Prospect,26-04-2023
11264,11007,Prospect,26-04-2023
11264,39776,Prospect,26-04-2023
11264,40426,Prospect,26-04-2023
11264,40814,Encaminhado ao Requisitante,26-04-2023
11264,42681,Prospect,27-04-2023
11264,39690,Prospect,26-04-2023
11265,28356,Prospect,02-05-2023
11265,11046,Prospect,26-04-2023
11265,12450,Prospect,02-05-2023
11265,19696,Prospect,02-05-2023
11265,25099,Prospect,02-05-2023
11265,26663,Encaminhado ao Requisitante,27-04-2023
11265,37700,Prospect,26-04-2023
11265,40720,Prospect,26-04-2023
11265,39350,Prospect,26-04-2023
11265,39372,Prospect,26-04-2023
11265,39546,Prospect,26-04-2023
11265,40451,Prospect,26-04-2023
11265,41018,Prospect,26-04-2023
11265,41045,Prospect,26-04-2023
11265,41690,Prospect,26-04-2023
11265,42718,Prospect,03-05-2023
11265,39301,Prospect,26-04-2023
11266,42670,Encaminhado ao Requisitante,27-04-2023
11266,42678,Encaminhado ao Requisitante,27-04-2023
11266,31344,Encaminhado ao Requisitante,27-04-2023
11267,42679,Encaminhado ao Requisitante,27-04-2023
11267,39951,Sem interesse nesta vaga,27-04-2023
11267,34034,Encaminhado ao Requisitante,02-05-2023
11267,16339,Encaminhado ao Requisitante,27-04-2023
11268,42760,Encaminhado ao Requisitante,09-05-2023
11268,42712,Prospect,03-05-2023
11268,37144,Prospect,27-04-2023
11268,36105,Prospect,27-04-2023
11269,41260,Entrevista Técnica,27-04-2023
11269,21855,Prospect,04-05-2023
11269,950,Prospect,04-05-2023
11269,2269,Prospect,03-05-2023
11269,3179,Prospect,27-04-2023
11269,3586,Prospect,03-05-2023
11269,41832,Prospect,27-04-2023
11269,11035,Prospect,03-05-2023
11269,10882,Prospect,27-04-2023
11269,12303,Prospect,27-04-2023
11269,14343,Prospect,27-04-2023
11269,14452,Prospect,04-05-2023
11269,15408,Prospect,03-05-2023
11269,17723,Prospect,04-05-2023
11269,18695,Encaminhado ao Requisitante,04-05-2023
11269,20346,Prospect,04-05-2023
11269,11823,Prospect,03-05-2023
1127,14978,Encaminhado ao Requisitante,30-07-2019
1127,15356,Inscrito,07-08-2019
1127,16696,Contratado pela Decision,12-08-2019
1127,17103,Prospect,11-09-2019
1127,17118,Encaminhado ao Requisitante,12-09-2019
11270,10646,Prospect,27-04-2023
11270,28154,Encaminhado ao Requisitante,27-04-2023
11270,36077,Encaminhado ao Requisitante,28-04-2023
11270,42677,Prospect,27-04-2023
11270,42687,Encaminhado ao Requisitante,27-04-2023
11270,42688,Encaminhado ao Requisitante,27-04-2023
11270,37022,Prospect,27-04-2023
11271,42710,Prospect,03-05-2023
11271,42689,Inscrito,27-04-2023
11271,42682,Prospect,27-04-2023
11271,42680,Prospect,27-04-2023
11272,42711,Prospect,03-05-2023
11272,42709,Prospect,02-05-2023
11272,42707,Prospect,02-05-2023
11272,42706,Encaminhado ao Requisitante,02-05-2023
11272,42702,Encaminhado ao Requisitante,02-05-2023
11272,42701,Não Aprovado pelo Requisitante,02-05-2023
11272,42700,Prospect,02-05-2023
11272,42694,Encaminhado ao Requisitante,28-04-2023
11272,42695,Prospect,28-04-2023
11273,42693,Prospect,28-04-2023
11273,42466,Prospect,28-04-2023
11273,28132,Prospect,28-04-2023
11273,42602,Prospect,28-04-2023
11273,42473,Encaminhado ao Requisitante,28-04-2023
11273,42635,Prospect,28-04-2023
11274,41096,Encaminhado ao Requisitante,27-04-2023
11274,12303,Encaminhado ao Requisitante,27-04-2023
11275,42708,Encaminhado ao Requisitante,02-05-2023
11276,42783,Não Aprovado pelo RH,10-05-2023
11277,42783,Contratado como Hunting,31-05-2023
11279,42865,Inscrito,16-05-2023
1128,16400,Desistiu,23-07-2019
1128,16398,Não Aprovado pelo Cliente,23-07-2019
1128,10009,Encaminhado ao Requisitante,30-07-2019
1128,2061,Desistiu,25-07-2019
1128,16566,Contratado pela Decision,05-08-2019
1128,16547,Desistiu,05-08-2019
11282,29301,Prospect,12-05-2023
11282,42781,Não Aprovado pelo Cliente,10-05-2023
11282,43227,Prospect,20-06-2023
11282,13600,Encaminhado ao Requisitante,21-06-2023
11282,41309,Prospect,12-05-2023
11283,42455,Prospect,11-05-2023
11283,23726,Prospect,02-05-2023
11284,12797,Encaminhado ao Requisitante,10-05-2023
11285,31296,Prospect,02-05-2023
11286,42169,Não Aprovado pelo Cliente,11-05-2023
11287,13985,Não Aprovado pelo Cliente,11-05-2023
11287,13296,Encaminhado ao Requisitante,21-06-2023
11288,43464,Prospect,04-07-2023
11289,23949,Prospect,02-06-2023
1129,14978,Desistiu,31-07-2019
1129,17444,Encaminhado ao Requisitante,11-10-2019
1129,16899,Desistiu,27-08-2019
1129,16854,Desistiu,22-08-2019
1129,16648,Desistiu,07-08-2019
1129,16630,Desistiu,06-08-2019
1129,16571,Não Aprovado pelo Cliente,05-08-2019
1129,16543,Não Aprovado pelo Cliente,31-07-2019
1129,16522,Desistiu,30-07-2019
1129,2151,Encaminhado ao Requisitante,25-09-2019
1129,17336,Encaminhado ao Requisitante,09-10-2019
11290,2165,Prospect,20-06-2023
11290,42716,Prospect,03-05-2023
11290,29315,Prospect,15-05-2023
11290,24160,Prospect,03-05-2023
11290,932,Não Aprovado pelo Cliente,03-05-2023
11291,2165,Prospect,21-06-2023
11291,42791,Não Aprovado pelo Cliente,11-05-2023
11291,42754,Inscrito,08-05-2023
11291,28431,Não Aprovado pelo Cliente,10-05-2023
11292,42827,Prospect,15-05-2023
11293,131,Encaminhado ao Requisitante,03-05-2023
11295,131,Não Aprovado pelo RH,03-05-2023
11298,14577,Prospect,03-05-2023
11299,37417,Prospect,04-05-2023
11299,39227,Prospect,05-05-2023
11299,41489,Prospect,05-05-2023
11299,42717,Não Aprovado pelo Cliente,04-05-2023
11299,42719,Prospect,04-05-2023
11299,42725,Entrevista Técnica,04-05-2023
11299,42958,Prospect,23-05-2023
11299,42727,Não Aprovado pelo Requisitante,04-05-2023
11299,42745,Prospect,05-05-2023
11299,42756,Não Aprovado pelo Cliente,08-05-2023
11299,42789,Entrevista Técnica,11-05-2023
11299,42726,Prospect,04-05-2023
11299,42795,Inscrito,11-05-2023
11299,42939,Não Aprovado pelo Cliente,19-05-2023
11299,42942,Prospect,22-05-2023
11299,42945,Contratado pela Decision,22-05-2023
11299,42950,Encaminhado ao Requisitante,23-05-2023
11299,42739,Não Aprovado pelo Cliente,04-05-2023
11299,42735,Não Aprovado pelo Cliente,04-05-2023
11299,42733,Prospect,04-05-2023
11299,42732,Prospect,04-05-2023
11299,42730,Sem interesse nesta vaga,04-05-2023
11299,42729,Não Aprovado pelo RH,04-05-2023
11299,42742,Prospect,05-05-2023
11299,42740,Prospect,04-05-2023
113,12907,Encaminhado ao Requisitante,14-01-2019
1130,13445,Contratado pela Decision,13-09-2019
11300,42755,Prospect,08-05-2023
11300,42786,Prospect,11-05-2023
11300,42787,Prospect,11-05-2023
11300,42790,Entrevista com Cliente,11-05-2023
11300,42931,Inscrito,19-05-2023
11300,42753,Em avaliação pelo RH,05-05-2023
11300,43003,Prospect,24-05-2023
11300,42996,Prospect,24-05-2023
